id;priority;length;width;height;weight;allowed_orientations;client_id;stackable;designation;location
408569009000201;2;67.3;15.6;6.0;1.0;all;408569;False;;
395163009000101;1;97.3;38.2;29.4;15.0;HWL,WHL,WLH,LWH;395163;True;;
395668009000801;2;84.6;62.3;7.0;6.4;all;395668;False;;
395163009000301;1;211.7;67.2;62.3;116.0;HWL,WHL,WLH,LWH;395163;True;;
395668009000501;1;87.1;82.3;63.2;41.7;HLW,LHW;395668;True;;
395163009003601;1;92.3;57.0;38.2;25.5;HWL,WHL,HLW,LHW;395163;True;;
463830009000401;2;62.3;57.0;6.0;2.9;all;463830;False;;
408569009001101;2;62.3;43.2;6.0;3.7;all;408569;False;;
395163009002701;2;62.3;57.0;6.0;2.9;all;395163;False;;
395668009002101;1;122.3;57.0;39.2;31.3;HWL,WHL,HLW,LHW;395668;True;;
395668009001001;2;87.0;16.0;4.8;1.8;all;395668;True;;
395163009002201;1;122.3;57.0;38.2;31.8;HWL,WHL,HLW,LHW;395163;True;;
395163009000801;1;122.3;87.1;62.2;67.7;HWL,WHL;395163;True;;
395668009001401;1;102.3;87.1;63.2;45.1;HWL,WHL;395668;True;;
408569009001301;2;52.3;43.2;6.0;3.1;all;408569;False;;
395163009006401;2;84.6;62.3;3.2;1.0;all;395163;False;;
395163009003101;1;208.8;62.3;38.2;53.9;HWL,WHL,HLW,LHW;395163;True;;
395668009002301;1;57.0;52.3;39.2;15.8;HWL,WHL,HLW,LHW;395668;True;;
408569009001401;2;52.3;43.2;6.0;3.1;all;408569;False;;
395668009001501;1;102.3;87.1;63.2;60.1;HWL,WHL;395668;True;;
395163009003501;1;92.3;57.0;38.2;25.5;HWL,WHL,HLW,LHW;395163;True;;
408569009000801;2;62.3;29.4;6.0;3.7;all;408569;False;;
408569009001001;2;70.8;62.3;6.0;3.7;all;408569;False;;
395163009001301;1;94.7;57.0;38.2;28.6;HWL,WHL,HLW,LHW;395163;True;;
395668009001701;2;84.8;11.8;10.0;1.4;all;395668;True;;
395668009001601;2;84.8;11.8;10.0;1.4;all;395668;True;;
395668009001901;1;122.3;39.2;29.4;19.0;HWL,WHL,WLH,LWH;395668;True;;
408569009000101;2;45.4;16.0;6.6;1.1;all;408569;True;;
395163009002801;1;102.3;87.1;62.2;39.5;HWL,WHL;395163;True;;
395163009003201;1;122.3;87.1;62.2;67.7;HWL,WHL;395163;True;;
395668009000401;1;211.7;63.2;62.3;87.8;HWL,WHL,WLH,LWH;395668;True;;
395163009003401;1;84.6;42.3;38.2;23.0;HWL,WHL,HLW,LHW;395163;True;;
395668009003001;2;31.6;16.0;6.6;1.1;all;395668;True;;
395163009001701;1;87.1;62.3;62.2;42.9;HLW,LHW;395163;True;;
463830009000601;2;122.3;15.6;6.0;2.0;all;463830;False;;
395668009002901;2;59.2;16.0;4.6;0.5;all;395668;True;;
463830009000101;2;122.3;29.4;6.0;5.3;all;463830;False;;
395668009001301;2;87.0;16.0;4.8;1.8;all;395668;True;;
395163009002301;1;62.3;62.2;35.7;24.0;HWL,WHL;395163;True;;
395163009001801;1;102.3;84.6;38.2;35.9;HWL,WHL,HLW,LHW;395163;True;;
395163009001001;1;84.6;52.3;38.2;21.7;HWL,WHL,HLW,LHW;395163;True;;
395163009003001;1;87.1;62.2;32.3;21.7;WLH,LWH;395163;True;;
408569009000301;2;62.3;43.2;6.0;3.7;all;408569;False;;
395163009001601;1;87.1;62.2;32.3;28.3;WLH,LWH;395163;True;;
395163009000201;2;97.3;15.6;8.0;2.0;all;395163;False;;
395668009000601;1;92.3;87.1;63.2;57.4;HWL,WHL;395668;True;;
408569009001201;2;62.3;43.2;6.0;3.7;all;408569;False;;
408569009000901;2;70.8;62.3;6.0;3.7;all;408569;False;;
395163009000401;1;211.7;67.2;62.3;75.6;HWL,WHL,WLH,LWH;395163;True;;
