id;priority;length;width;height;weight;allowed_orientations;client_id;stackable;designation;location
412179009001301;1;122.3;87.1;63.2;67.7;HWL,WHL;412179;True;;
423301009002001;2;126.0;62.3;6.0;6.4;all;423301;False;;
404167009001501;1;92.3;84.6;38.2;39.0;HWL,WHL,HLW,LHW;404167;True;;
427213009000801;1;82.3;73.3;62.2;47.2;HWL,WHL;427213;True;;
409069009000201;1;92.3;87.1;62.2;41.3;HWL,WHL;409069;True;;
463802009000101;2;70.8;62.3;6.0;3.7;all;463802;False;;
403846009001101;1;92.3;87.1;62.2;46.5;HWL,WHL;403846;True;;
404111009000801;2;87.0;16.0;4.8;1.8;all;404111;True;;
399860009002701;1;87.1;62.3;62.2;28.8;HLW,LHW;399860;True;;
407850009000901;2;62.3;15.6;6.0;0.9;all;407850;False;;
431564009000901;1;122.3;87.1;62.2;51.7;HWL,WHL;431564;True;;
404533009001101;2;65.0;47.5;3.2;3.7;all;404533;False;;
404099009001601;1;84.6;82.3;38.2;30.4;HWL,WHL,HLW,LHW;404099;True;;
465943009000101;2;70.8;62.3;6.0;3.7;all;465943;False;;
399860009000901;1;122.3;87.1;62.2;68.0;HWL,WHL;399860;True;;
407201009001801;1;92.3;84.6;38.3;33.7;HWL,WHL,HLW,LHW;407201;True;;
431564009001701;2;84.8;9.8;8.0;1.4;all;431564;True;;
409532009001201;1;84.6;62.2;17.3;21.5;WLH,LWH;409532;True;;
412179009001001;1;70.8;62.3;39.2;21.9;HWL,WHL,HLW,LHW;412179;True;;
409532009000901;1;62.3;57.0;38.2;17.5;HWL,WHL,HLW,LHW;409532;True;;
404111009000201;1;87.1;62.3;62.2;42.8;HLW,LHW;404111;True;;
402682009000101;1;92.3;87.1;62.3;41.4;HWL,WHL;402682;True;;
399860009000101;1;87.1;62.2;52.3;25.1;WLH,LWH;399860;True;;
412179009001101;1;70.8;62.3;39.2;21.9;HWL,WHL,HLW,LHW;412179;True;;
399875009001101;1;87.1;62.2;52.3;25.1;WLH,LWH;399875;True;;
404167009000701;1;87.1;62.3;62.2;42.6;HLW,LHW;404167;True;;
404167009000801;1;87.1;62.2;32.3;27.2;WLH,LWH;404167;True;;
404533009000601;2;87.0;9.8;3.6;0.5;all;404533;True;;
404533009000701;1;122.3;87.1;62.2;67.7;HWL,WHL;404533;True;;
409398009000801;2;65.0;47.5;3.2;3.7;all;409398;False;;
412179009002501;2;53.0;51.3;11.0;4.0;all;412179;False;;
423301009000301;2;84.6;62.3;6.0;4.4;all;423301;False;;
404135009000101;1;197.9;62.3;62.2;112.5;HWL,WHL,HLW,LHW;404135;True;;
399875009001001;1;87.1;62.3;62.2;31.6;HLW,LHW;399875;True;;
404533009000401;1;87.1;62.3;62.2;28.8;HLW,LHW;404533;True;;
431564009000201;1;92.3;84.6;38.2;33.2;HWL,WHL,HLW,LHW;431564;True;;
399875009003401;2;84.6;62.3;3.2;1.0;all;399875;False;;
463154009000201;2;62.3;43.2;6.0;3.7;all;463154;False;;
401786009001101;1;197.9;62.2;42.3;56.4;HWL,WHL,WLH,LWH;401786;True;;
412179009000401;1;197.9;63.2;62.3;69.6;HWL,WHL,WLH,LWH;412179;True;;
401786009000601;1;84.6;62.2;17.3;21.5;WLH,LWH;401786;True;;
403846009000701;1;126.0;62.3;62.2;46.9;HWL,WHL,HLW,LHW;403846;True;;
412362009000601;1;62.3;57.0;38.2;17.5;HWL,WHL,HLW,LHW;412362;True;;
402682009001301;1;84.6;82.3;38.3;30.4;HWL,WHL,HLW,LHW;402682;True;;
404533009001901;1;70.8;62.3;38.2;21.5;HWL,WHL,HLW,LHW;404533;True;;
403846009001301;1;84.6;82.3;38.2;31.1;HWL,WHL,HLW,LHW;403846;True;;
402682009000301;2;62.3;15.6;6.1;0.9;all;402682;False;;
404135009001601;1;87.1;62.2;32.3;26.9;WLH,LWH;404135;True;;
404111009001001;1;84.6;62.2;17.3;21.5;WLH,LWH;404111;True;;
407201009000401;1;87.1;62.3;62.3;28.8;WLH,LWH;407201;True;;
407964009000601;2;62.3;15.6;6.0;0.9;all;407964;False;;
404135009001201;2;70.8;62.3;6.0;3.7;all;404135;False;;
409398009000501;2;62.3;57.0;6.0;2.9;all;409398;False;;
399860009002901;1;122.3;57.0;38.2;31.0;HWL,WHL,HLW,LHW;399860;True;;
431564009000101;1;87.1;62.3;62.2;28.8;HLW,LHW;431564;True;;
441280009000101;2;126.0;62.3;6.0;6.4;all;441280;False;;
403846009001001;2;84.8;9.8;8.0;1.4;all;403846;True;;
403846009001401;1;122.3;84.6;38.2;42.2;HWL,WHL,HLW,LHW;403846;True;;
404099009001901;1;84.6;38.2;17.3;12.1;HWL,WHL,WLH,LWH;404099;True;;
412458009004001;2;84.6;62.3;3.2;1.0;all;412458;False;;
401786009000801;1;87.1;62.2;42.3;27.6;WLH,LWH;401786;True;;
399860009005001;2;84.6;62.3;3.2;1.0;all;399860;False;;
466832009000101;2;102.3;29.4;6.1;4.9;all;466832;False;;
411010009000701;2;70.8;62.3;6.0;3.7;all;411010;False;;
427213009000201;1;92.3;73.3;62.2;49.4;HWL,WHL;427213;True;;
409069009002501;1;70.8;62.3;38.2;21.9;HWL,WHL,HLW,LHW;409069;True;;
407850009000401;2;128.2;16.0;8.6;2.7;all;407850;True;;
409398009002201;2;84.8;9.8;8.0;1.4;all;409398;True;;
407201009001601;1;222.6;62.3;62.3;69.1;HWL,WHL,WLH,LWH;407201;True;;
466380009000103;2;53.0;48.8;11.0;30.0;all;466380;False;;
400999009000401;1;82.3;57.0;38.2;21.9;HWL,WHL,HLW,LHW;400999;True;;
399860009000601;1;197.9;62.3;62.2;64.2;HWL,WHL,HLW,LHW;399860;True;;
412458009002601;2;84.8;9.8;8.0;1.4;all;412458;True;;
412458009002701;2;85.0;63.1;3.2;5.3;all;412458;False;;
404533009001801;1;70.8;62.3;38.2;30.3;HWL,WHL,HLW,LHW;404533;True;;
399875009000901;1;197.9;62.3;62.2;64.2;HWL,WHL,HLW,LHW;399875;True;;
407201009000701;2;84.6;62.3;6.1;6.4;all;407201;False;;
412458009000101;1;156.5;62.3;62.2;47.2;HWL,WHL,HLW,LHW;412458;True;;
423301009000801;1;102.3;84.6;38.2;35.9;HWL,WHL,HLW,LHW;423301;True;;
403846009000301;2;70.8;62.3;6.0;3.7;all;403846;False;;
423301009000201;1;92.3;87.1;62.2;44.5;HWL,WHL;423301;True;;
399875009000501;1;197.9;62.3;62.2;64.2;HWL,WHL,HLW,LHW;399875;True;;
399860009000701;1;87.1;62.2;52.3;25.1;WLH,LWH;399860;True;;
426490009000201;2;126.0;52.3;6.0;5.7;all;426490;False;;
407850009000301;1;102.3;43.2;38.2;22.0;HWL,WHL,HLW,LHW;407850;True;;
409398009002301;2;84.8;9.8;8.0;1.4;all;409398;True;;
399860009001701;1;122.3;87.1;62.2;67.7;HWL,WHL;399860;True;;
409532009000501;1;197.9;62.3;62.2;98.5;HWL,WHL,HLW,LHW;409532;True;;
404111009000701;1;92.3;87.1;62.2;57.4;HWL,WHL;404111;True;;
399875009000201;1;87.1;62.2;52.3;25.1;WLH,LWH;399875;True;;
427213009000601;2;70.8;62.3;6.0;3.7;all;427213;False;;
403846009001501;2;87.0;16.0;6.6;1.5;all;403846;True;;
404533009001001;2;62.3;15.6;6.0;0.9;all;404533;False;;
407850009001101;1;211.7;62.3;62.2;75.6;HWL,WHL,HLW,LHW;407850;True;;
423301009000401;1;92.3;87.1;62.2;41.3;HWL,WHL;423301;True;;
414101009000101;1;87.1;62.3;62.2;28.8;HLW,LHW;414101;True;;
402682009001401;1;87.1;62.3;32.3;27.2;WLH,LWH;402682;True;;
399875009000601;1;87.1;62.3;62.2;27.7;HLW,LHW;399875;True;;
404135009000901;1;62.3;62.2;35.7;24.0;HWL,WHL;404135;True;;
401786009001501;1;92.3;57.0;38.2;23.9;HWL,WHL,HLW,LHW;401786;True;;
407964009001201;1;197.9;62.3;62.2;68.3;HWL,WHL,HLW,LHW;407964;True;;
403846009000901;1;92.3;87.1;62.2;44.5;HWL,WHL;403846;True;;
468404009000101;1;57.0;52.3;38.3;15.5;HWL,WHL,HLW,LHW;468404;True;;
423301009001501;2;73.0;16.0;6.6;0.9;all;423301;True;;
404533009000301;1;87.1;62.2;32.3;27.2;WLH,LWH;404533;True;;
412458009000501;2;62.3;15.6;6.0;0.9;all;412458;False;;
399875009000301;1;122.3;57.0;38.2;31.0;HWL,WHL,HLW,LHW;399875;True;;
