id;priority;length;width;height;weight;allowed_orientations;client_id;stackable;designation;location
412837009001101;1;195.0;62.3;38.2;51.8;HWL,WHL,HLW,LHW;412837;True;;
407356009000701;1;122.3;57.0;38.2;31.3;HWL,WHL,HLW,LHW;407356;True;;
414183009002201;1;70.8;47.3;38.2;18.3;HWL,WHL,HLW,LHW;414183;True;;
415762009004001;1;95.9;38.2;29.4;17.5;HWL,WHL,WLH,LWH;415762;True;;
404213009001001;1;92.3;87.1;62.2;56.6;HWL,WHL;404213;True;;
396055009004601;1;87.1;62.2;32.3;28.3;WLH,LWH;396055;True;;
390599009000101;1;92.3;87.1;62.2;44.5;HWL,WHL;390599;True;;
392957009000301;2;45.4;16.0;6.6;1.1;all;392957;True;;
406299009000601;1;70.8;38.2;17.3;10.1;HWL,WHL,WLH,LWH;406299;True;;
398173009001601;1;92.3;57.0;38.2;25.2;HWL,WHL,HLW,LHW;398173;True;;
396055009004501;1;87.1;62.3;62.2;46.1;HLW,LHW;396055;True;;
393856009000701;1;92.3;87.1;62.2;58.9;HWL,WHL;393856;True;;
412837009002401;1;92.3;84.6;38.2;29.5;HWL,WHL,HLW,LHW;412837;True;;
396281009000801;1;211.7;62.2;52.3;122.2;HWL,WHL,WLH,LWH;396281;True;;
390599009002001;1;92.3;87.1;62.2;41.8;HWL,WHL;390599;True;;
412837009000601;1;87.1;62.3;62.2;31.6;HLW,LHW;412837;True;;
415557009001801;1;92.3;57.3;38.2;52.9;HWL,WHL;415557;True;;
390599009001401;1;84.6;47.3;38.2;20.4;HWL,WHL,HLW,LHW;390599;True;;
408502009000801;1;122.3;87.1;62.2;51.8;HWL,WHL;408502;True;;
398173009001401;2;83.7;16.0;4.8;2.4;all;398173;True;;
393487009002501;1;122.3;84.6;38.2;37.6;HWL,WHL,HLW,LHW;393487;True;;
398173009001901;1;122.3;87.1;62.2;68.6;HWL,WHL;398173;True;;
412837009000301;1;92.3;87.1;62.2;57.4;HWL,WHL;412837;True;;
387162009002901;1;211.7;62.3;62.2;68.2;HWL,WHL,HLW,LHW;387162;True;;
393487009002801;2;79.3;14.0;3.2;1.2;all;393487;False;;
415557009000201;1;87.1;62.3;62.2;36.3;HLW,LHW;415557;True;;
407356009000801;1;82.3;57.0;38.2;21.9;HWL,WHL,HLW,LHW;407356;True;;
387162009001201;1;92.3;75.1;38.2;59.3;HWL,WHL;387162;True;;
386902009000701;1;92.3;87.1;62.2;57.4;HWL,WHL;386902;True;;
401165009000401;1;122.3;73.3;62.2;54.1;HWL,WHL;401165;True;;
414183009001301;2;87.0;16.0;4.8;1.8;all;414183;True;;
401283009003201;1;62.3;43.2;38.2;15.0;HWL,WHL,HLW,LHW;401283;True;;
389438009000701;1;92.3;87.1;62.2;57.4;HWL,WHL;389438;True;;
387162009000901;1;92.3;87.1;62.2;56.6;HWL,WHL;387162;True;;
391525009000801;2;128.2;16.0;8.6;2.7;all;391525;True;;
393856009002801;2;83.7;16.0;4.8;2.4;all;393856;True;;
393856009002601;1;87.1;62.3;62.2;31.5;HLW,LHW;393856;True;;
413647009001601;2;87.0;16.0;4.8;1.8;all;413647;True;;
408502009000201;1;92.3;87.1;62.2;56.6;HWL,WHL;408502;True;;
389438009000101;1;122.3;87.1;62.2;67.7;HWL,WHL;389438;True;;
390599009001501;1;84.6;62.3;38.2;24.2;HWL,WHL,HLW,LHW;390599;True;;
408502009004701;2;84.6;62.3;3.2;1.0;all;408502;False;;
401283009001001;1;84.6;82.3;38.2;30.4;HWL,WHL,HLW,LHW;401283;True;;
395388009002601;1;211.7;67.2;62.3;66.6;HWL,WHL,WLH,LWH;395388;True;;
389438009001501;2;128.2;16.0;8.6;2.2;all;389438;True;;
407176009001001;1;88.9;62.3;38.2;25.5;HLW,LHW;407176;True;;
415762009004101;1;92.3;87.1;62.3;57.4;HWL,WHL;415762;True;;
407787009000501;1;92.3;87.1;67.2;44.5;HWL,WHL;407787;True;;
389438009000601;1;122.3;87.1;62.2;57.6;HWL,WHL;389438;True;;
417459009002901;2;65.0;47.5;3.2;3.7;all;417459;False;;
417459009002101;1;62.3;57.0;38.9;18.7;HWL,WHL,HLW,LHW;417459;True;;
415557009002001;1;57.0;42.3;38.2;13.5;HWL,WHL,HLW,LHW;415557;True;;
386902009000901;1;70.8;62.3;38.2;21.9;HWL,WHL,HLW,LHW;386902;True;;
408502009001801;1;87.1;62.3;62.2;38.1;HLW,LHW;408502;True;;
415762009003701;1;211.7;67.2;62.3;75.6;HWL,WHL,WLH,LWH;415762;True;;
415762009000301;2;84.6;62.3;6.1;6.4;all;415762;False;;
406551009000501;2;84.6;62.3;6.0;6.4;all;406551;False;;
407356009000501;2;84.6;62.3;6.0;6.4;all;407356;False;;
