id;priority;length;width;height;weight;allowed_orientations;client_id;stackable;designation;location
408424009000201;1;87.1;62.2;32.3;24.4;WLH,LWH;408424;True;;
409962009002901;1;87.1;67.2;62.3;44.4;WLH,LWH;409962;True;;
409962009002501;1;87.1;67.2;62.3;42.8;WLH,LWH;409962;True;;
402814009001001;1;62.3;57.0;38.2;17.3;HWL,WHL,HLW,LHW;402814;True;;
404759009001301;2;87.0;16.0;4.8;1.8;all;404759;True;;
408424009000401;1;62.3;57.0;38.2;17.5;HWL,WHL,HLW,LHW;408424;True;;
409963009000901;1;87.1;62.3;62.2;44.4;HLW,LHW;409963;True;;
409963009002401;1;225.5;67.2;62.3;68.8;HWL,WHL,WLH,LWH;409963;True;;
409963009000101;2;84.8;11.8;10.0;1.4;all;409963;True;;
409678009000601;1;92.3;87.1;62.2;57.4;HWL,WHL;409678;True;;
411761009000501;2;87.0;16.0;4.8;1.8;all;411761;True;;
409962009000301;2;65.0;47.5;3.2;3.7;all;409962;False;;
402814009000701;1;197.9;62.2;42.3;56.5;HWL,WHL,WLH,LWH;402814;True;;
402744009000401;1;87.1;62.3;62.2;36.3;HLW,LHW;402744;True;;
402744009001201;1;92.3;57.0;38.2;25.5;HWL,WHL,HLW,LHW;402744;True;;
409962009001001;2;84.8;9.8;8.0;1.4;all;409962;True;;
466119009000401;2;70.8;47.3;6.0;2.9;all;466119;False;;
409963009000701;1;92.3;87.1;62.2;53.8;HWL,WHL;409963;True;;
409678009001001;2;87.0;16.0;4.8;1.8;all;409678;True;;
409963009000501;2;65.0;47.5;3.2;3.7;all;409963;False;;
468528009000101;1;87.1;62.3;62.3;28.8;WLH,LWH;468528;True;;
402814009003501;2;84.6;62.3;3.2;1.0;all;402814;False;;
468528009000301;2;84.6;62.3;3.2;1.0;all;468528;False;;
404759009001101;1;87.1;62.3;62.2;43.2;HLW,LHW;404759;True;;
401006009001401;1;170.3;67.2;62.3;68.6;HWL,WHL,WLH,LWH;401006;True;;
402744009000201;1;92.3;87.1;62.2;57.4;HWL,WHL;402744;True;;
405950009001301;2;59.2;16.0;6.6;0.9;all;405950;True;;
402744009000901;1;92.3;87.1;62.2;53.8;HWL,WHL;402744;True;;
409953009000101;1;225.5;67.2;62.3;75.9;HWL,WHL,WLH,LWH;409953;True;;
409953009002001;2;128.2;16.0;8.6;1.5;all;409953;True;;
401006009000401;1;87.1;67.2;62.3;35.4;WLH,LWH;401006;True;;
409953009000401;2;62.3;15.6;6.0;0.9;all;409953;False;;
409963009000601;2;70.8;62.3;6.0;3.7;all;409963;False;;
394093009000101;1;70.8;52.3;38.2;19.6;HWL,WHL,HLW,LHW;394093;True;;
409678009000401;1;84.6;62.2;17.3;21.5;WLH,LWH;409678;True;;
405950009000701;1;102.3;87.1;62.2;48.4;HWL,WHL;405950;True;;
409678009000101;1;102.3;87.1;62.2;49.1;HWL,WHL;409678;True;;
466119009000201;2;47.3;15.6;6.0;0.5;all;466119;False;;
402814009000501;1;122.3;87.1;62.2;68.0;HWL,WHL;402814;True;;
405950009001901;1;197.9;62.3;62.2;73.7;HWL,WHL,HLW,LHW;405950;True;;
411761009000101;1;87.1;82.3;62.2;41.3;HLW,LHW;411761;True;;
399850009002201;2;84.8;9.8;8.0;1.4;all;399850;True;;
409678009001301;1;122.3;84.6;38.2;41.5;HWL,WHL,HLW,LHW;409678;True;;
464384009000101;2;70.8;62.3;6.0;3.7;all;464384;False;;
408424009000301;1;87.1;62.2;52.3;25.1;WLH,LWH;408424;True;;
405950009001601;1;87.1;62.3;62.2;44.4;HLW,LHW;405950;True;;
404759009000201;2;84.8;6.8;5.0;1.1;all;404759;True;;
399850009000801;1;87.1;62.3;62.2;31.6;HLW,LHW;399850;True;;
399850009001901;1;84.6;62.2;17.3;21.5;WLH,LWH;399850;True;;
409962009001401;1;102.3;43.2;38.2;22.0;HWL,WHL,HLW,LHW;409962;True;;
