id;priority;length;width;height;weight;allowed_orientations;client_id;stackable;designation;location
397677009004201;2;62.3;29.4;6.0;3.7;all;397677;False;;
411872009003101;2;62.3;15.6;6.0;0.9;all;411872;False;;
411872009003501;1;70.8;50.6;38.2;10.9;HWL,WHL,HLW,LHW;411872;True;;
400060009002001;1;87.1;62.2;52.3;40.4;WLH,LWH;400060;True;;
400060009002201;1;208.8;62.3;62.2;61.6;HWL,WHL,HLW,LHW;400060;True;;
400060009001801;1;107.3;84.6;38.2;43.6;HWL,WHL,HLW,LHW;400060;True;;
400060009001601;1;87.1;62.2;32.3;21.7;WLH,LWH;400060;True;;
397677009001501;1;92.3;70.8;38.7;37.6;HWL,WHL,HLW,LHW;397677;True;;
397677009002801;1;87.1;80.3;62.2;40.3;HLW,LHW;397677;True;;
397677009001601;1;102.3;87.1;62.2;57.7;HWL,WHL;397677;True;;
400060009000501;1;92.3;87.1;62.2;56.6;HWL,WHL;400060;True;;
397677009001101;1;84.6;62.2;17.3;15.8;WLH,LWH;397677;True;;
411872009000801;1;102.3;87.1;62.2;53.7;HWL,WHL;411872;True;;
397677009000201;2;87.0;16.0;4.8;1.8;all;397677;True;;
397677009002001;1;122.3;87.1;62.2;67.7;HWL,WHL;397677;True;;
397677009001401;2;73.0;16.0;6.6;0.9;all;397677;True;;
411872009003201;2;65.0;47.5;3.2;3.7;all;411872;False;;
397677009001701;1;102.3;87.1;62.2;57.7;HWL,WHL;397677;True;;
400060009002901;1;87.1;60.2;47.3;27.6;WLH,LWH;400060;True;;
411872009001501;1;208.8;62.2;32.3;77.6;HWL,WHL,WLH,LWH;411872;True;;
397677009004601;2;87.0;16.0;4.8;1.8;all;397677;True;;
400060009001401;1;92.3;87.1;62.2;56.6;HWL,WHL;400060;True;;
397677009003301;2;87.0;16.0;4.8;1.8;all;397677;True;;
411872009001401;1;97.3;38.2;29.4;15.0;HWL,WHL,WLH,LWH;411872;True;;
411872009000501;1;102.3;87.1;62.2;57.7;HWL,WHL;411872;True;;
411872009000601;1;102.3;87.1;62.2;57.7;HWL,WHL;411872;True;;
411872009000901;1;87.1;62.3;62.2;31.6;HLW,LHW;411872;True;;
397677009001801;1;102.3;84.6;38.2;35.9;HWL,WHL,HLW,LHW;397677;True;;
397677009003601;1;70.8;47.3;38.7;21.6;HWL,WHL,HLW,LHW;397677;True;;
400060009000301;1;92.3;87.1;62.2;56.0;HWL,WHL;400060;True;;
397677009000101;1;87.1;62.2;32.3;28.3;WLH,LWH;397677;True;;
400060009002601;1;211.7;62.3;62.2;84.3;HWL,WHL,HLW,LHW;400060;True;;
397677009003701;2;128.2;16.0;8.6;2.7;all;397677;True;;
411872009003901;2;87.0;16.0;4.8;1.8;all;411872;True;;
400060009002501;2;87.0;16.0;4.8;1.8;all;400060;True;;
393688009001201;2;75.8;16.0;4.8;2.9;all;393688;True;;
411872009000301;1;211.7;62.3;62.2;92.8;HWL,WHL,HLW,LHW;411872;True;;
411872009000201;1;211.7;67.2;62.3;86.9;HWL,WHL,WLH,LWH;411872;True;;
400060009002101;1;92.3;87.1;62.2;56.6;HWL,WHL;400060;True;;
400060009001501;1;208.8;62.3;62.2;61.6;HWL,WHL,HLW,LHW;400060;True;;
411872009001001;2;62.3;57.0;6.0;2.9;all;411872;False;;
400060009001201;2;81.5;62.3;6.0;6.0;all;400060;False;;
411872009001601;1;84.6;62.2;17.3;15.8;WLH,LWH;411872;True;;
411872009000401;2;87.0;16.0;4.8;1.8;all;411872;True;;
439610009000101;2;70.8;62.3;6.0;3.7;all;439610;False;;
397677009002701;1;197.9;62.2;42.3;97.1;HWL,WHL,WLH,LWH;397677;True;;
397677009000601;1;73.3;62.3;62.2;31.1;HLW,LHW;397677;True;;
397677009001301;1;70.8;62.3;60.2;30.8;HWL,WHL,HLW,LHW;397677;True;;
400060009001701;1;87.1;62.2;32.3;21.7;WLH,LWH;400060;True;;
400060009002701;1;211.7;62.3;62.2;84.3;HWL,WHL,HLW,LHW;400060;True;;
397677009003401;2;87.0;16.0;4.8;1.8;all;397677;True;;
400060009000601;1;92.3;73.3;62.2;32.0;HWL,WHL;400060;True;;
400060009001901;1;107.3;84.6;38.2;43.6;HWL,WHL,HLW,LHW;400060;True;;
411872009000101;1;211.7;62.3;62.2;112.0;HWL,WHL,HLW,LHW;411872;True;;
400060009000101;1;92.3;87.1;62.2;56.6;HWL,WHL;400060;True;;
393688009001801;2;45.4;16.0;4.6;0.5;all;393688;True;;
397677009000401;2;84.6;62.3;6.0;6.4;all;397677;False;;
397677009001901;1;102.3;84.6;38.2;35.9;HWL,WHL,HLW,LHW;397677;True;;
