id;priority;length;width;height;weight;allowed_orientations;client_id;stackable;designation;location
388008009001701;1;92.3;70.8;38.2;30.5;HWL,WHL,HLW,LHW;388008;True;;
388008009000401;1;87.1;74.8;62.2;49.1;HLW,LHW;388008;True;;
388008009001901;2;45.4;16.0;4.6;0.7;all;388008;True;;
388008009001301;1;92.3;88.9;38.2;63.0;HWL,WHL;388008;True;;
388008009000701;1;211.7;67.2;62.3;75.6;HWL,WHL,WLH,LWH;388008;True;;
388008009001501;2;73.0;16.0;4.6;0.7;all;388008;True;;
387940009000901;1;211.7;62.3;62.2;75.6;HWL,WHL,HLW,LHW;387940;True;;
388008009001101;2;87.0;16.0;4.6;3.0;all;388008;True;;
387940009000101;1;102.3;87.1;62.2;57.7;HWL,WHL;387940;True;;
387940009001701;2;45.4;16.0;4.6;0.7;all;387940;True;;
463165009000101;2;62.3;43.2;6.0;3.7;all;463165;False;;
388008009000501;2;87.0;9.8;3.6;0.5;all;388008;True;;
462584009000201;2;84.6;62.3;6.0;6.4;all;462584;False;;
387940009000301;1;122.3;87.1;62.2;53.8;HWL,WHL;387940;True;;
387940009001901;1;92.3;70.8;38.2;30.5;HWL,WHL,HLW,LHW;387940;True;;
387940009001601;1;102.3;43.2;38.2;22.3;HWL,WHL,HLW,LHW;387940;True;;
388008009001601;1;82.3;70.8;38.2;27.7;HWL,WHL,HLW,LHW;388008;True;;
388008009000801;2;62.3;15.6;6.0;0.7;all;388008;False;;
387940009002401;2;87.0;9.8;3.6;0.5;all;387940;True;;
387940009002001;1;72.3;38.2;29.4;13.1;HWL,WHL,WLH,LWH;387940;True;;
388008009001801;1;62.3;43.2;38.2;16.7;HWL,WHL,HLW,LHW;388008;True;;
388008009000201;1;92.3;87.1;62.2;57.4;HWL,WHL;388008;True;;
387940009000801;1;87.1;62.3;62.2;37.0;HLW,LHW;387940;True;;
387940009002101;2;31.6;16.0;4.6;0.7;all;387940;True;;
387940009001501;1;102.3;43.2;38.2;22.3;HWL,WHL,HLW,LHW;387940;True;;
388008009000301;1;102.3;87.1;62.2;48.4;HWL,WHL;388008;True;;
387940009000201;2;87.0;9.8;3.6;0.5;all;387940;True;;
388008009000601;1;112.3;87.1;62.2;64.5;HWL,WHL;388008;True;;
387940009000601;2;84.6;62.3;6.0;6.4;all;387940;False;;
387940009001301;2;45.4;16.0;4.6;0.7;all;387940;True;;
387940009002501;2;85.0;63.1;3.2;5.3;all;387940;False;;
