id;priority;length;width;height;weight;allowed_orientations;client_id;stackable;designation;location
389356009000501;1;92.3;57.0;38.4;24.0;HWL,WHL,HLW,LHW;389356;True;;
397148009001001;2;87.0;16.0;4.8;1.8;all;397148;True;;
405314009000901;1;122.3;87.1;62.2;68.6;HWL,WHL;405314;True;;
405314009000801;1;195.0;62.3;62.2;59.8;HWL,WHL,HLW,LHW;405314;True;;
397148009002001;1;84.6;82.3;38.2;30.4;HWL,WHL,HLW,LHW;397148;True;;
405314009000601;1;197.9;62.3;62.2;61.9;HWL,WHL,HLW,LHW;405314;True;;
389356009000201;1;211.7;62.4;62.3;73.4;HWL,WHL,WLH,LWH;389356;True;;
397148009001301;1;92.3;87.1;62.2;57.4;HWL,WHL;397148;True;;
389356009000601;1;57.0;38.4;32.3;26.8;HWL,WHL,WLH,LWH;389356;True;;
405314009002101;1;122.3;57.0;38.2;31.0;HWL,WHL,HLW,LHW;405314;True;;
405314009000501;1;87.1;62.2;57.3;17.3;WLH,LWH;405314;True;;
397148009003301;2;87.0;16.0;4.8;1.8;all;397148;True;;
397148009001601;2;87.0;16.0;4.8;1.8;all;397148;True;;
389356009000901;2;128.2;16.0;8.6;2.7;all;389356;True;;
397148009001201;2;87.0;16.0;4.8;1.8;all;397148;True;;
405314009002301;1;122.3;84.6;38.2;41.5;HWL,WHL,HLW,LHW;405314;True;;
389356009000801;1;92.3;87.1;62.4;58.9;HWL,WHL;389356;True;;
405314009000301;2;81.5;62.3;6.0;6.0;all;405314;False;;
405314009001101;2;81.7;9.8;8.0;3.5;all;405314;True;;
397148009001101;2;128.2;16.0;8.6;2.7;all;397148;True;;
389356009001501;1;87.1;62.4;62.3;46.1;WLH,LWH;389356;True;;
397148009001701;1;122.3;84.6;38.2;41.5;HWL,WHL,HLW,LHW;397148;True;;
397148009001401;1;211.7;62.3;62.2;75.6;HWL,WHL,HLW,LHW;397148;True;;
405314009002401;1;87.1;62.3;62.2;31.6;HLW,LHW;405314;True;;
389356009001001;1;87.1;62.4;62.3;46.1;WLH,LWH;389356;True;;
405314009001201;1;122.3;87.1;62.2;68.6;HWL,WHL;405314;True;;
405314009004001;2;81.7;9.8;8.0;3.5;all;405314;True;;
389356009001101;2;87.0;16.0;4.8;1.8;all;389356;True;;
389356009001401;1;84.6;62.4;17.3;15.8;WLH,LWH;389356;True;;
405314009002501;2;87.0;16.0;4.8;1.8;all;405314;True;;
389356009001201;1;92.3;87.1;62.4;50.6;HWL,WHL;389356;True;;
397148009000301;2;87.0;16.0;4.8;1.8;all;397148;True;;
397148009000501;2;84.6;62.3;6.0;6.4;all;397148;False;;
397148009001901;1;92.3;87.1;62.2;56.6;HWL,WHL;397148;True;;
389356009000301;1;87.1;62.4;32.3;28.3;WLH,LWH;389356;True;;
405314009000701;1;122.3;87.1;62.2;53.4;HWL,WHL;405314;True;;
405314009001001;1;87.1;62.2;32.3;28.3;WLH,LWH;405314;True;;
397148009000701;1;211.7;62.2;42.3;61.4;HWL,WHL,WLH,LWH;397148;True;;
397148009000801;1;211.7;62.2;42.3;61.4;HWL,WHL,WLH,LWH;397148;True;;
405314009000101;2;114.1;16.0;8.6;2.7;all;405314;True;;
397148009003201;2;87.0;16.0;4.8;1.8;all;397148;True;;
389356009000401;2;81.7;9.8;8.0;3.5;all;389356;True;;
397148009001801;1;87.1;62.2;32.3;28.3;WLH,LWH;397148;True;;
397148009001501;1;208.8;62.3;62.2;61.6;HWL,WHL,HLW,LHW;397148;True;;
397148009000101;1;92.3;87.1;62.2;50.4;HWL,WHL;397148;True;;
397148009000901;1;87.1;62.2;47.3;33.1;WLH,LWH;397148;True;;
