id;priority;length;width;height;weight;allowed_orientations;client_id;stackable;designation;location
412807009000901;1;92.3;87.1;62.2;44.5;HWL,WHL;412807;True;;
410770009000101;1;153.6;62.3;38.2;40.1;HWL,WHL,HLW,LHW;410770;True;;
412822009000901;1;211.7;62.2;42.3;99.9;HWL,WHL,WLH,LWH;412822;True;;
412807009001801;1;92.3;70.8;38.2;30.5;HWL,WHL,HLW,LHW;412807;True;;
412807009001101;1;211.7;62.3;62.2;75.6;HWL,WHL,HLW,LHW;412807;True;;
412807009001901;2;73.0;16.0;4.6;0.7;all;412807;True;;
429575009000501;1;70.8;62.3;36.2;12.9;HWL,WHL,HLW,LHW;429575;True;;
412807009001601;1;92.3;75.1;38.2;59.3;HWL,WHL;412807;True;;
412822009000801;1;211.7;62.3;62.2;75.6;HWL,WHL,HLW,LHW;412822;True;;
412807009001201;1;92.3;87.1;62.2;56.6;HWL,WHL;412807;True;;
412807009000501;2;84.6;62.3;6.0;6.4;all;412807;False;;
412822009000201;2;84.6;62.3;6.0;6.4;all;412822;False;;
429575009000201;2;84.6;62.3;6.0;6.4;all;429575;False;;
412822009002101;1;62.3;43.2;38.2;17.0;HWL,WHL,HLW,LHW;412822;True;;
412822009003101;1;92.3;75.1;38.2;59.3;HWL,WHL;412822;True;;
412807009002501;1;92.3;84.6;38.2;33.2;HWL,WHL,HLW,LHW;412807;True;;
433394009000301;2;75.8;16.0;4.8;2.9;all;433394;True;;
429575009000401;2;70.8;52.3;6.0;3.1;all;429575;False;;
412822009000501;1;102.3;87.1;62.2;49.1;HWL,WHL;412822;True;;
412822009001601;1;70.8;47.3;38.2;18.3;HWL,WHL,HLW,LHW;412822;True;;
412822009001001;2;84.8;9.8;8.0;1.4;all;412822;True;;
412822009000701;1;87.1;62.2;32.3;26.9;WLH,LWH;412822;True;;
412822009002201;1;92.3;43.2;38.2;22.2;HWL,WHL,HLW,LHW;412822;True;;
412807009002101;1;92.3;84.6;38.2;33.2;HWL,WHL,HLW,LHW;412807;True;;
412822009000601;1;87.1;77.3;62.2;50.8;HLW,LHW;412822;True;;
412822009001101;1;87.1;62.3;62.2;42.8;HLW,LHW;412822;True;;
412807009002401;1;87.1;62.2;32.3;21.7;WLH,LWH;412807;True;;
410770009000201;1;153.6;62.3;38.2;40.1;HWL,WHL,HLW,LHW;410770;True;;
412807009000101;1;92.3;87.1;62.2;56.6;HWL,WHL;412807;True;;
412822009000401;1;102.3;87.1;62.2;48.4;HWL,WHL;412822;True;;
412807009001301;1;87.1;62.2;32.3;26.9;WLH,LWH;412807;True;;
